Number_of_Gates,Maximum_Path_Delay,Slack,Operating_Frequency,Fanout,Timing_Violation
10606,7.450270403383434,-7.482207850605731,999.2865690490968,6,1
8157,14.843767578251283,-10.99091912150172,358.16198108248,8,1
19350,7.765249062256093,-5.069217520752653,352.4095582840498,7,1
15051,14.816543235436164,-11.726911647686237,243.7745142105498,2,1
8406,11.563971056880312,-7.447085186975596,247.65722943880166,3,1
7787,4.480468384586288,-1.6600183141866673,356.667936409043,1,1
1392,8.537529710017408,-7.349305275581156,813.5560407461744,9,1
10722,14.889898952700158,-13.30162350221953,915.181111572803,7,1
5175,13.005428508526931,-11.60877021934892,977.5784527369132,1,1
2433,2.3631365130770954,1.0214120518509797,309.06068868680734,3,0
18264,10.889207955339945,-9.544519679931476,893.1677910526826,4,1
12373,5.838114202191383,-3.3613981451869654,395.4295803496033,4,1
18174,1.0977516663248736,4.751382000750342,201.556490065196,5,0
18524,6.648733566377994,-6.255857515256226,883.022432968149,3,1
13739,4.286561904149599,-2.729736321085973,672.4950711792567,3,1
11374,12.464169787286602,-8.40358675678828,248.25780647295556,1,1
18102,5.722628523840717,-3.261959693068979,486.8481317617023,7,1
5516,12.585331715353439,-10.218106756605115,358.5319253893609,1,1
14274,1.0083711436871343,-0.5697891547929567,763.1151118391773,2,1
10252,5.3094681003656685,-3.2628417177358084,508.0746075618413,4,1
17838,4.376313000308667,-3.2259557131012992,990.3519505957464,4,1
16085,4.269943054960554,3.174104705893823,149.27048403363563,5,0
7791,1.9546126767164778,-0.20608154509254872,419.513739522622,2,1
1474,3.619739785747024,-1.168716714569412,533.7101503989797,4,1
4633,8.777693978398679,-5.785080390081237,552.8201992734878,1,1
15163,5.079055019728423,-2.6660896946434938,384.3422401470731,2,1
4472,6.843526952608071,-6.166799796577859,756.3162241878113,1,1
5795,6.276136324860639,-5.352573868994184,887.2723661400772,4,1
14413,13.262668949998524,-12.197294469028217,944.8473717800767,4,1
9605,13.674185986147217,-12.1795593827681,824.5840391195736,7,1
8728,7.9013976031820405,-7.041723071333854,865.5221775759395,9,1
10403,5.622183304418462,-3.165296885567502,595.490770557996,9,1
3520,2.4952098560330906,-1.8666575539097279,843.2994037841331,5,1
9487,14.34764031134933,-12.537380709705515,373.153518233157,1,1
13380,1.8431772286041643,0.8905806357537245,458.63088589829295,1,0
5733,5.167103885955926,-3.708506726276192,385.22171243668987,6,1
10016,5.172926816380058,-3.354310465248534,520.6486019031329,2,1
15059,5.485618005963008,-1.1258268909532883,357.02165461477273,8,1
17201,3.3000158058137297,-2.270251481195035,965.4502980290022,9,1
2896,11.96426003293176,-9.903825200592003,381.5601652051013,4,1
19046,2.714970067523849,2.5686960123574316,188.24008429984585,5,0
19629,9.888693228144279,-8.172344352371484,574.135449445372,8,1
2091,2.7338443738814444,3.9519728916313865,151.38917060065873,3,0
11803,1.9874989263013918,3.356444065849864,199.48884967772247,5,0
6683,13.732013051602271,-10.889664160368389,297.45045027662167,3,1
1812,3.6618027284618795,-0.8872107755646753,517.9152248939275,3,1
7814,12.49750216383586,-10.333819773220803,489.9258390781251,3,1
19267,8.624832195499902,-7.041510398324686,819.7226758025121,7,1
2639,2.0899912745227747,-1.0977766419928883,765.527188495702,7,1
15188,14.376274680132944,-11.665628610916304,483.6864645916312,7,1
18588,4.457456337886495,-2.0880669705192836,400.3337868180669,8,1
7424,13.035034834936491,-10.297653911189265,384.8219056553487,5,1
862,3.3633400809838987,-2.5745509774557163,796.5955785646081,5,1
19488,12.95520034998594,-6.644699612674791,146.86516559914276,4,1
13981,1.1852033806741158,8.124334283740234,111.53948455954524,7,0
4238,8.16492639197273,-7.161224521564647,815.9899527339833,4,1
2969,11.772196111901795,-10.310290028209275,529.4317383901443,2,1
16606,14.087137244898967,-9.81721363949059,217.79302469821837,4,1
17440,13.72882990689082,-10.174321123080414,312.00934113505116,8,1
9517,12.47474817366703,-11.724591871783753,939.2535577876442,9,1
3308,13.434678895258257,-12.348755706504585,873.5526780624082,3,1
16870,3.789075601719071,-2.4280274265685278,738.8065452015753,7,1
15370,4.978580139964203,-4.064604901005334,534.002707303594,9,1
13213,5.04555934889482,-4.021461504332575,568.2912635722471,4,1
8061,6.278755034023783,-5.0878284647411816,977.7200817555628,3,1
3219,6.5064893853926415,-5.84321825261103,969.1933994958584,5,1
12200,8.623774545165457,-4.691065692749831,293.7421412072508,1,1
4241,3.2383166871301796,-1.5500853075016177,829.9941096747863,3,1
10266,10.67745329300385,-6.714504276185773,277.5183995503151,8,1
4498,3.345931550263091,0.9864583947753927,292.18373009555626,8,0
19287,5.344318749463666,-3.9743983978379274,708.4837307481191,4,1
16577,8.046831828486157,-5.569542918457281,464.5009887287936,2,1
794,12.150167861328683,-11.376713306616422,938.3899663958682,8,1
10677,11.352569265342181,-4.5741835598085485,180.10876140640795,8,1
10382,10.037480989747312,-7.261138743717922,560.3730767285438,4,1
1636,3.180825648122382,-2.095751896951928,926.6693773988092,3,1
2564,8.658634838618088,-7.370893339225202,913.7022944315546,2,1
7509,2.224251025198396,2.6069063824465313,240.8762920741671,9,0
13487,6.28308447515311,-4.0309318289996225,429.9739300868108,1,1
5043,6.7892314240594285,-5.595958082016406,657.2092600420266,7,1
1507,1.5573601522405536,2.987163310517165,243.45539629426196,5,0
5945,4.835833392579605,-3.7669808887311333,971.2199548411648,8,1
11206,14.37909254173085,-13.204493690252514,923.2743958548944,4,1
15249,14.350856509615653,-10.772070596633561,250.25516113102228,7,1
12218,5.93257875953555,-2.0076394511319116,209.03991513488688,5,1
9939,1.6034015252765368,4.168615370019733,176.86763452743878,5,0
13781,3.5073291505945416,-1.9661156696517021,918.499297632968,9,1
1935,6.491049108069562,-2.957796315780333,274.2614288159147,9,1
1071,14.268915771569217,-11.443914029018787,474.65643568991925,9,1
2882,2.976786889520589,-1.3444851112160023,503.9662290868027,6,1
5584,11.68922181135497,-10.65189801404457,639.1099397922108,6,1
17161,2.5215555512456893,3.521573369689991,164.56180937268246,5,0
14007,14.737606083477875,-11.490323912213912,304.0827556604644,9,1
7559,6.3426309875278895,-4.891936364191821,938.3413482270334,8,1
18771,11.853283544586784,-11.150928775595498,917.5690965417126,7,1
13271,5.7962751593558455,-3.867148568046182,803.161582665123,7,1
18149,9.787364280223322,-0.2904505296303893,117.46112105639389,6,1
7991,3.688225186360514,-1.171696385818885,394.3060916464919,5,1
15027,3.044294270157476,-0.9160478495564478,665.162861808617,4,1
17924,14.132897953953838,-11.784865603624583,347.6711905961281,3,1
15359,13.847061890662069,-12.220871224630818,918.6280255483996,3,1
8573,13.424565162980354,-11.409503795465959,670.5005156491977,6,1
9577,9.75606830233231,-3.2532957072347393,164.71604558480104,4,1
19636,12.315754957027895,-11.234336499964154,918.1050299521328,6,1
11883,1.9665171167592488,-2.4041297338856067,961.9899923586003,3,1
16878,5.687046586469508,-0.12352109917452997,169.94117655255295,4,1
2853,5.391843746600188,-3.978056472896956,579.1242113751834,9,1
5299,9.899034507336586,-7.707397016602114,373.0278539927534,5,1
17570,5.983408828588967,-3.71748387853988,453.55516883326214,7,1
12439,3.0790949430115315,0.5327956374369425,261.6860961598077,2,0
2928,9.350539055789612,-8.150630645182632,620.2648918111713,5,1
11796,12.40137488936714,-11.891469920417578,962.1814179240015,9,1
8313,6.349728922439624,-4.898399484509066,552.7653402444482,3,1
14914,2.851762011378744,3.435606047816714,174.62312325503302,9,0
12301,3.753634762379523,-2.564393222674947,658.0012001296675,6,1
12245,4.324766272371376,-2.1203983803688584,406.20069500613135,4,1
13525,5.198566301923507,-4.277929171364292,870.3326706321681,7,1
3856,9.999130987088328,-7.793846438616532,491.2103334848232,8,1
14788,9.413236783528067,-5.529548693613354,273.55564804802106,6,1
7040,10.745118061938548,-8.590908976622913,271.99506042203046,5,1
16922,6.075027783441184,-4.30140495694074,791.8877626490444,6,1
3842,12.535967126319697,-8.868181522225596,339.02883847662395,5,1
9578,3.8572272561806438,-3.1173144771841645,790.5100547433007,8,1
3344,7.566570465254156,-4.54761976873431,285.29857968993946,1,1
10896,12.213142101580024,-9.870991574740703,389.5177318311785,7,1
17982,3.5222210682566697,-1.973211624411178,518.9382751957294,2,1
18707,2.5380835923709615,-1.3722419658206866,948.8762647241057,9,1
14498,13.371575547631856,-13.279374256517935,938.5582822784422,1,1
13761,5.801015278628743,-2.8657320374694075,286.184687880059,6,1
3593,10.574181748726447,-7.437142860522576,422.3971371187655,9,1
12222,1.3548804596951387,2.446139418831953,234.4594496083951,1,0
19780,10.660656437732294,-8.249990557805546,558.9865713821474,4,1
12145,5.425418361657587,-3.3042064447913666,514.5242956251999,4,1
15583,1.7803719502241844,-1.586930251721638,910.6841462056592,9,1
1488,9.537378661673639,-8.152483717648938,937.0048400119654,5,1
6946,4.371253425024426,-2.183959325768033,445.2106519065629,5,1
16835,6.41530138872632,-4.799934884597805,542.5641487170905,6,1
16633,2.1281313720111905,-0.9026459035354354,906.6126242315198,1,1
2182,3.0602855153292348,-1.6123692868697013,826.0370269705553,1,1
6126,5.171681296941813,4.863530187697621,103.29068021018435,9,0
7924,2.2566330078421997,0.9094569590848615,388.0536077652242,3,0
13357,13.751567705608412,-11.46241502178703,479.5968177425133,4,1
12655,1.0846586045756978,1.4875648527095788,306.7446553149085,1,0
17817,7.7740430641003595,-4.4345127661099575,279.6144543063449,9,1
11925,2.72546441385572,6.2084090708628645,134.0060559361117,8,0
2480,5.30750725269128,-3.4725787094560068,679.0327525627845,2,1
16022,13.964833837455718,-9.80629440278842,336.2592614348491,8,1
19940,3.263723745835816,4.23151402193657,147.1124605881818,7,0
9484,14.521652476056657,-11.15274728457321,307.8813794752573,6,1
17675,3.881121277851904,-2.5134619823960245,821.7225575525139,1,1
16383,11.381925518535613,-10.245934660449368,866.340263481892,7,1
5890,8.653481708562364,-7.652384934019977,534.7596206739724,7,1
19139,13.382702186354628,-11.266035333323261,474.46360336781754,9,1
2107,8.755905577043833,-7.130231273896929,980.0683241516035,1,1
7073,8.48382906818832,-5.218690812287925,280.5081936292629,2,1
17868,3.7364120051575984,-0.1270300769929991,293.8233545691476,9,1
6276,3.327211068723222,-0.14416746618681858,362.68045933275977,9,1
4176,13.830848115617199,-10.371511920903746,255.48158645297858,6,1
3880,5.589734783900477,-3.550016444157522,441.42903838376793,6,1
9211,6.209151569480543,-5.6308562948397745,919.7508042907784,4,1
9282,11.637531217997438,-10.519124834857095,653.8130565657168,4,1
17934,5.743528753919303,-4.263070159042531,470.7518937510373,5,1
14497,14.328874252946038,-13.716365024802373,940.9697151140933,3,1
6842,11.330988765983204,-3.6583361645556485,143.6178092282401,1,1
17843,9.36400939602788,-6.3645137600766075,289.24856011167526,1,1
6559,13.332532247626535,-11.62807431184717,609.299744591583,7,1
9384,1.6944827168927585,-0.41685893565888993,653.9973608738612,1,1
6155,4.598877690648923,3.365091052248543,135.60175590635183,1,0
12591,7.510508679092739,-4.693862872284354,462.73488211641893,3,1
19830,4.177699552601294,-2.2841859979736805,684.2385683477854,4,1
15751,11.414672622230126,-9.888475961451224,728.2634917630614,4,1
1026,13.868912434752152,-12.501479763479871,674.3259122646424,2,1
3724,6.932781679032928,-4.954762184942384,388.5069019248321,1,1
15569,5.78985640156653,0.6117297018070782,184.16811123811857,3,0
12036,14.461710249925927,-12.777142301648245,484.4012017774007,4,1
14047,7.2279340595855714,-2.263886216224093,215.87899363124993,3,1
18759,7.8466776062899655,-6.26742412818494,952.8612926686004,8,1
2263,5.923098212786675,-4.305556356984324,527.6537794203655,1,1
9212,13.733678622169936,-10.620862402956183,385.5332569211808,2,1
6297,8.96537676594591,-7.316924272828439,789.6736640070101,7,1
9708,11.670444220543025,-8.982156566693165,548.1537333240375,4,1
5609,12.36529405691241,-9.96165802701361,379.03062161120505,8,1
17000,5.785886586841615,-5.225117409070523,830.7709681517215,3,1
2933,7.071720638485321,-6.188665824913806,880.4369359010097,6,1
17467,12.878604841687705,-11.357160094793594,705.7073496598093,9,1
4667,6.085574923461343,0.97251996460271,142.26798016690057,1,0
18273,12.115091868325917,-10.671634614180295,609.690592149879,1,1
8857,14.17389251604212,-13.857787382854607,786.9654207975534,8,1
6654,9.724945222952098,-5.0024349989535635,222.85271087522398,3,1
9420,11.382782024326444,-7.126537912938078,305.803676246143,5,1
18927,12.271362368575888,-10.92097571911976,894.2455945613228,1,1
17662,12.830555084552994,-4.059271442924194,118.10954966776663,5,1
713,6.530746729995144,-4.958275045367668,777.4544240433784,6,1
4262,1.7176884284639744,0.3805455231796813,526.3959632629806,8,0
13899,6.626267797314354,-4.168779621909297,502.09494295564616,3,1
10268,10.432587216977257,-0.8352450138717316,106.38687924539846,3,1
11140,7.304905400931099,-6.267154833863499,837.4584078698435,9,1
7231,11.48548411204558,-9.524111087405114,423.84241057290984,4,1
6291,5.997754012561295,-4.417760470184911,586.6890681704886,4,1
16322,9.886417975456414,-8.320050227568489,709.5706177020935,7,1
9283,3.6098772679556443,-2.402482402378708,732.3666187941242,2,1
14121,11.491172113029396,-10.29275049385696,960.382052943465,8,1
16519,8.639743563382362,-6.690680956124354,578.2059579129482,6,1
3220,3.8569014396524084,-1.2652051895449303,459.7475958769848,3,1
9405,5.086756428969302,-3.401880608015404,958.3332638425371,9,1
9627,11.480521920145653,-9.966372668616245,677.899211522969,5,1
16885,7.756417299261289,-5.695388103277023,368.33532064890005,8,1
6868,4.024440165503011,0.4798864296113665,213.81782086321402,7,0
14556,14.541796665184167,-13.354670303647993,858.2990513186631,8,1
12736,11.01175027743643,-9.582015352571753,425.9634425147364,7,1
18833,14.399887655557146,-12.265510406899567,694.422749227988,3,1
14951,6.979470635044805,-4.998918308061387,523.7347774293083,2,1
17801,7.651404769684087,-3.8769716812539152,279.03680181553455,7,1
10933,13.571373026590269,-11.32980695357628,641.5179477584186,3,1
16025,8.350690763435384,-2.198074444780942,154.61476205561408,3,1
589,10.90190476667934,-8.496276602071925,472.00821388407303,2,1
18593,4.53042028493742,-2.8960303106616867,591.953445697304,4,1
10861,7.254170561836967,-5.315519135659758,492.44227670672115,8,1
16869,2.7282981213449715,-1.8220789972646232,773.8049577258918,1,1
3541,3.8837205022774635,-1.867672424134506,845.1324590907813,1,1
605,1.0132078137468352,0.058299650135415215,794.1187666298603,5,0
9578,1.5497107230812432,6.211180883998341,134.9316530306219,5,0
18779,14.68197352447701,-11.979352915179133,274.71589340137496,1,1
6590,4.392951731914672,-2.0875349422888414,582.9467583373969,6,1
6582,10.286349933056027,-8.697928747756606,941.3398363994211,1,1
17518,12.747395783194563,-11.524226949942317,851.4610975469052,5,1
2425,8.7092464293119,-7.657598158411576,858.2810575166214,9,1
18940,3.1440230011753867,-0.2622481014503102,372.8873743837074,5,1
7417,11.19363012270633,-7.993749462677612,486.5031073708323,6,1
1052,9.403519741394163,-8.37541218127045,523.6353525843437,8,1
4411,11.23750825086325,-6.708011392112186,241.63442501491937,1,1
3889,11.77645271999922,-4.4173996478208,127.96131722001068,2,1
14129,14.655745147586432,-13.615518714913888,952.2126095144652,9,1
2930,9.029885920373939,-5.995678529081096,316.641327097156,3,1
958,5.7829755776684255,-2.832117147862549,315.95401335126815,6,1
13895,10.07850379660332,-4.370793951947178,175.04114839188358,5,1
707,1.9581699293967658,-1.4564877539725454,935.6569767494007,2,1
1399,13.563562456502208,-11.440643420019468,621.7634034457948,7,1
12153,2.671334158734755,-2.140514103950937,700.3331714128185,4,1
16905,5.589799730401456,-4.2334559990530725,920.4191985367472,1,1
9101,12.420435328765693,-10.150957437662731,411.05815201071056,4,1
1394,9.362373296629965,-8.431205697977488,659.3565800242757,6,1
1014,6.510897283884189,1.0021209453627935,134.91950925599872,7,0
4609,7.6280992312502995,-4.676557531748021,268.0952754080164,7,1
13758,12.963663504830524,-11.764729864115145,848.1212245809483,7,1
15813,5.76006140483849,-5.205823701242503,790.0915207045022,3,1
15849,13.175095587370398,-10.538174843426352,415.5784223114322,6,1
7679,2.233882033673681,-0.41882846720185013,439.12956499679126,8,1
10826,11.87517812092083,-10.377128524057293,580.1989901982215,4,1
12287,12.865666862766309,-2.7403356448446607,100.21690421662109,8,1
2060,3.5454471397227425,-0.7783368016538905,317.1199024342251,2,1
14112,7.024851453210806,-3.574466783235336,287.408627747393,9,1
18150,3.316996845291179,-1.0010985721398888,325.4346520747871,9,1
5280,10.892457805919049,-9.365361804460475,825.3152582800972,8,1
18811,8.494868752863194,-4.769131777746899,351.70647089179886,1,1
12394,9.894526853916494,-4.826935198633026,272.36918984513335,2,1
2856,3.750817537386956,-1.8996484401665459,553.8371147137284,6,1
5290,3.9644420687338733,-2.4327877914990386,879.0805327354587,5,1
17190,1.5809625571386892,0.6811633002609859,317.2147334537499,9,0
10681,5.508945492740216,1.101249058397579,170.68261851351883,5,0
7557,8.836425258671449,-6.071683308373132,420.76426226469823,2,1
16582,13.011088795962603,-11.959204718698764,772.88664210848,4,1
1161,10.33698426442153,-8.039475261756966,595.6214902253151,9,1
5144,7.09554852759652,-6.025345305273143,835.1140326169127,1,1
16211,14.343681601517929,-13.534954649354573,963.6329328483106,1,1
3420,11.069432808061645,-9.60235222016607,813.3962290764554,7,1
16502,14.0223128400757,-12.999802011584888,643.422770959378,3,1
14525,8.38623162581032,-6.037209053385718,544.0074292471425,2,1
9446,4.624659847103954,2.1969262752922893,136.06217771344,9,0
13232,1.7395736091061078,-1.2502888371403702,985.8897809326371,3,1
6736,11.165187920773906,-9.373513287507748,445.13301031753826,2,1
16809,2.6982419720774775,1.900821326203357,237.00539252518013,8,0
14018,5.23885179580754,-4.118745533296653,700.0379698568111,6,1
852,8.454592710374563,-6.318492482706099,355.8594601859134,6,1
7505,8.901832228916469,-7.610285602049675,627.2004438379429,7,1
14536,9.408164757819904,-7.832060258147056,628.0911170601321,7,1
17042,3.327574624895809,-1.9226775404835599,501.15683881258224,6,1
1456,6.316323667503083,-5.719152987424102,852.5067539905384,4,1
2571,9.640719179637534,-5.630602522079874,338.4703553998987,9,1
9095,14.577464104872986,-13.022711324121962,503.76933245596075,6,1
15640,11.186835927795642,-9.635802298767047,583.9229157318744,4,1
13303,13.91645259931541,-12.665890485637695,697.2622486905697,3,1
3953,11.670968816398478,-10.640297358027109,805.5746654550305,4,1
7175,9.284037564493605,-6.777138233342551,455.3265545904305,3,1
1455,3.688327167908824,-1.746779908100573,681.4422496869364,2,1
6795,10.333599126495184,-6.241190632829499,235.54985776166723,5,1
16421,9.727313923438698,-9.281024870283492,939.3832904882307,2,1
18596,9.43456838640173,-6.5489088760445675,444.7529257789032,6,1
15782,7.8570021518353705,-6.582916677558864,756.5692797787946,3,1
5203,8.40119245584986,0.9165555542361786,118.30697369395989,6,0
7063,5.682195379653457,-3.2921295092558585,284.66842861432633,9,1
12503,8.270377696992245,-6.31523226190263,538.3742898912202,1,1
11317,3.7657826794986953,-1.6834231004679068,890.4272209591119,6,1
11671,12.272441563045275,-10.708519377062082,574.5296349556095,9,1
13082,3.6008773657819093,-2.646255434093362,936.8834340644911,4,1
12701,2.18952805845253,-0.17406981709169028,535.4172069245167,2,1
18278,7.107444369000203,-5.53979339353107,541.4041870623549,4,1
12973,10.216304153084867,-5.559374597982175,207.77210965047868,1,1
9961,7.128035549069579,-6.0809759194970905,822.3906197369978,3,1
16096,4.874557847318321,-2.085269168383377,322.26887122035623,9,1
1029,8.81439657446617,-7.100645882654071,909.6512404350835,5,1
19842,5.858032695770799,-4.540232013521052,919.7417982973565,6,1
13265,14.060147661772863,-12.881069559479213,948.9791006867347,3,1
14410,13.917031954450009,-11.752825814167247,568.207440192781,5,1
12061,8.033205479609336,-6.755710458503929,709.3844063052799,8,1
9631,5.590375916255619,-4.728514920601181,800.6642920554972,6,1
1025,11.319853795392948,-7.032181901249519,217.91315678541903,4,1
16885,1.513981208762933,0.047309927358890495,640.8614754977475,2,0
874,7.646766084611118,-0.535091025999741,130.8681111729805,9,1
12697,5.70852751978467,-4.133205848907512,547.8094750498533,1,1
5148,13.887502391435765,-9.967725533936804,239.35841345820467,1,1
2865,1.1680423818175556,3.6730877400655015,264.63063336587624,4,0
18409,8.739408260056887,-7.792826574190072,428.54281002334136,7,1
2146,11.369290134932765,-9.414918905499741,489.1934500448527,1,1
513,7.790251825336577,-5.414214101168526,660.8551820789685,9,1
5099,2.1956424222781035,3.853820978390791,166.9855765946641,4,0
2778,14.61445946039063,-12.430486702829546,553.3225851137001,3,1
14796,8.252146039265371,-4.419549798583734,264.362617227791,1,1
3655,9.59860742046616,-8.310418392188465,616.5776575285677,4,1
8821,4.3125369579051025,-3.949075725379477,673.6641510350652,9,1
4314,7.768973191495253,-6.002457951079076,601.0383308975685,6,1
13625,7.008092887416506,-6.08779347086676,764.4659594304769,6,1
3716,2.048541788027772,0.03855373251314148,402.0483198168112,1,0
2613,2.486244949664541,-1.4676620395617912,788.5959324698177,2,1
10738,12.724615274662844,-9.809243475751295,489.4903735373743,6,1
14260,4.3574793308922635,-1.288574240190222,535.7660484903372,2,1
13088,3.729415800980828,-2.1573084909242293,683.2919145349642,3,1
3874,8.06876031750195,0.28088622493656457,116.52254559930157,4,0
6930,11.76245983907518,-10.898840180157597,688.5947992782235,5,1
19965,1.8672512601058309,-0.11027759464933987,656.7266341649039,9,1
12470,9.075310874935582,-5.544377391159139,378.8624050779519,4,1
1129,2.668946199768027,2.8502513676988523,177.21485640954052,9,0
17153,1.5104547115586584,2.79932973780343,181.841904921737,3,0
11331,1.7384153302710434,-0.32916283741659824,930.9013722867057,8,1
6224,12.678297514918178,-10.797386273573595,720.3513891032534,1,1
11583,2.651614770792862,1.2198078897886595,214.39235239366636,9,0
13649,1.6321191017720873,0.8311330259070517,421.0508523780157,9,0
9972,7.130598420000772,-5.325792091245302,633.2346945114368,2,1
6776,12.815908607188348,-11.678773360395915,852.0145345815838,4,1
16135,4.6737172708502275,2.109914308949339,139.29483584170768,8,0
6395,6.903976645362829,-3.2008117512100585,312.969818323008,7,1
14494,1.5589154558925171,-0.6504490647299648,900.774091265842,1,1
11052,7.287099197888262,1.208268761154983,108.24899516543483,5,0
17459,9.086583128919871,-6.5558810239422805,281.25919251449864,7,1
6599,8.992698752530027,-7.323983671183539,963.1217583756694,4,1
9999,5.653973690441112,-3.8120444084584504,652.061661869954,1,1
3678,5.417464529283897,-2.392889403440645,335.5042299737558,9,1
19618,2.4927306651123704,3.5257471304547288,160.29198495626284,5,0
6616,6.135176489047757,1.5765738147634891,125.37220640249994,2,0
16063,2.3929253642215054,0.19156624233609165,320.27057167323454,8,0
4068,11.732343225968723,-10.828672955482544,893.3372376300194,2,1
10347,14.527840168474603,-13.479612620599275,474.3222888677585,3,1
14635,14.581042393333897,-13.612711856172492,748.3000322493937,1,1
19087,13.110995391255514,-12.187082693712009,926.456531841962,2,1
18274,9.411090090754668,-6.965905927470844,467.23641544253496,7,1
2242,10.81211976141432,-7.157633810326158,272.14963393365736,2,1
18809,4.992881237525797,-2.826779524076989,565.4061377712276,6,1
1119,9.83078588241669,-8.0660331041258,917.275318353869,3,1
18158,7.379093692158285,-5.636323578178536,823.9369727239306,4,1
17840,7.748242756877055,-1.2334291272200397,159.24685902683842,8,1
2439,11.608871845252212,-10.220417979526244,723.3155200698236,3,1
16501,4.946856978361523,-3.8104617203252062,614.7077702130583,6,1
1468,5.452554563723279,-3.9917331765358393,916.716858711783,1,1
15346,13.944985075800913,-8.348490439628598,210.23327516526751,7,1
781,1.7871401279136114,0.10617266337622205,580.632501884191,8,0
15860,7.798880177786765,-5.718566276847557,891.5164241607031,8,1
6762,13.779211205710064,-12.40989821990271,469.0214080675687,3,1
1558,9.545082109454198,-8.248786939907873,533.7954259595804,1,1
11224,8.64969903896985,-2.102694392075785,163.41460990026246,9,1
5678,4.496418509210973,-1.5098159911982307,350.32927640401977,6,1
7480,5.805856846902276,-2.598309627432055,392.0559842520526,9,1
9700,12.928677821265701,-11.884457754843393,950.6102038703982,7,1
1729,8.829053844758414,-6.441376099175848,354.40062448704316,1,1
8967,8.206390712594917,-6.3706169474474095,514.7818617426867,1,1
19624,2.394115989560405,-1.7403543831731025,704.1739812078517,6,1
2789,1.2243941903717237,2.276928983941179,245.96503516708964,5,0
1739,14.491592641618688,-12.145936944489446,537.798148427687,9,1
5870,6.277806342015783,-4.533684847828371,764.6851355283169,2,1
16670,9.44498286939306,-8.127336175090173,880.1696917243594,8,1
625,2.11601102462199,-1.4696936208890379,663.633347196184,5,1
13004,10.563600000122651,-9.318600954526431,702.1481637852531,2,1
15898,14.055933921883453,-9.98799384178789,213.65512532611206,6,1
7138,9.059313541963876,-7.41974202481972,951.1988475217124,8,1
7070,2.765614513255748,1.5021413483231314,219.3166697360341,4,0
3749,9.144101384628675,-8.432593753637466,797.2056434636185,2,1
9610,11.728860983465133,-8.758309724516206,338.33468960048697,5,1
8095,6.689831512036261,-5.9463435199685835,940.2338293311265,2,1
14105,13.31772847118055,-11.238893033529314,747.9635854325315,2,1
12615,10.081561347003102,-9.164333634407539,778.4323416805321,6,1
6794,13.589484856048834,-10.923832138885595,297.153255753895,9,1
6257,9.729074357462721,-8.800462216839463,498.7359789716447,4,1
13095,2.8380316080675394,-1.3291086821048166,656.0318751303578,6,1
2469,5.335683955472648,-4.355577206093578,792.9762563859408,7,1
11485,3.8251292755343966,0.626683335045642,193.5634383211506,6,0
17775,13.723570968036071,-12.093899041586774,966.1287848090756,8,1
4970,11.645600942024757,-10.202345046512608,901.1986034991004,4,1
10725,10.469577164740084,-7.5708984455618005,343.31373144602594,1,1
10056,5.213528474842704,-3.3415750179522865,840.4842187290988,7,1
9706,3.576626808702989,-1.4801073350206355,566.491530735841,3,1
10491,11.590315231844766,-10.06235237785165,515.6258334058168,6,1
8019,7.638211242307115,-5.546791833367289,382.99069523026486,2,1
14169,4.161053730108808,-2.1465959650844786,622.8717279684332,9,1
5112,9.63270769431385,-8.113346084324977,756.900205933238,1,1
12873,1.5646739299383277,0.6485858312905204,469.83961446648243,6,0
18082,5.566383557795549,-4.488800864293823,666.2972737074629,6,1
16052,7.559797924275885,-5.884799754929216,729.3816290397733,5,1
15146,3.0714166775316816,-2.0978323630509945,740.0096353137573,5,1
5738,14.785162686271754,-8.022750778872174,146.76948831806223,1,1
16077,3.9273631042545993,-2.0594290583805024,873.7730251165602,5,1
16004,2.824943820605718,-1.2038672016105756,512.4279832885431,2,1
4219,3.8494882344165493,-1.6613370205437252,336.17447352659303,7,1
802,11.76685586423614,-9.144396443284599,317.58805673171344,3,1
12644,6.9570792298057995,-4.589766648309488,534.7127015595554,4,1
17870,8.915823156535533,-7.675055820253613,898.1483855220633,3,1
10555,1.2941281978090504,0.9115145874834877,440.51282351438226,3,0
4940,1.4820383200264038,-0.4458515593623449,774.753172105189,4,1
3572,7.2415576975782265,-1.6551949905310919,187.13685788849676,5,1
14098,12.43317340482273,-10.96540290999626,528.4510319359556,1,1
14787,13.393344301905913,-12.23297263444365,992.517526353462,4,1
14465,2.213891946338963,-1.3191114489569362,793.3940225131033,8,1
10019,8.53708342941432,-5.531391002699347,289.4756395965517,7,1
13880,13.785215607909787,-12.290056096985534,551.2973263281197,9,1
12365,6.431618561570409,-3.396242842077603,310.2622872837099,5,1
8625,12.61392163999716,-10.50434235581366,468.60483453625835,4,1
3791,2.8717391615921066,-1.5072460297278836,802.0756213614683,8,1
4533,14.095522855349182,-14.680421958521253,794.1023337613633,9,1
5605,11.519926445438237,-8.648181329150555,305.2903401121466,7,1
17587,14.178681499016623,-13.299198810897703,930.0009863393741,7,1
8633,10.47264126973509,-8.141108110136308,633.3113644883441,5,1
17458,6.087655047991978,-4.364864084212021,441.93186186581306,4,1
6204,14.134536415346114,-12.240696858661295,551.7420227027746,1,1
8348,4.857934868328499,-2.558983702032075,644.5641280939693,7,1
